scope,window.type,window.startYear,window.endYear,window.mode,generatedAt,matchCount,selectedMatchCount,seasonKey,seasonYear,playerKey,displayName,basePlayerKey,basePlayerName,deck,rating,matches,wins,losses,winRate,lastActiveDate,eloGain,eventCount
player,multi-year,2024,2026,continuous,2026-05-11T02:34:04+00:00,63943,64200,2024-2026,All-time,straupelator,Straupelator,straupelator,Straupelator,,1519.155,19,10,9,0.526316,2025-10-26,19.155,3
player,multi-year,2024,2026,continuous,2026-05-11T02:34:04+00:00,63943,64200,2024-2026,All-time,grazerboy,GrazerBoy,grazerboy,GrazerBoy,,1519.14,6,4,2,0.666667,2025-10-24,19.14,1
player,multi-year,2024,2026,continuous,2026-05-11T02:34:04+00:00,63943,64200,2024-2026,All-time,ben_matocha,Ben_Matocha,ben_matocha,Ben_Matocha,,1519.059,33,17,16,0.515152,2026-05-10,19.059,5
player,multi-year,2024,2026,continuous,2026-05-11T02:34:04+00:00,63943,64200,2024-2026,All-time,lsznpa,lsznpa,lsznpa,lsznpa,,1518.812,31,16,15,0.516129,2025-12-11,18.812,5
player,multi-year,2024,2026,continuous,2026-05-11T02:34:04+00:00,63943,64200,2024-2026,All-time,imbaterran,imbaterran,imbaterran,imbaterran,,1518.615,6,4,2,0.666667,2026-04-23,18.615,1
player,multi-year,2024,2026,continuous,2026-05-11T02:34:04+00:00,63943,64200,2024-2026,All-time,garfield,Garfield,garfield,Garfield,,1518.614,6,4,2,0.666667,2025-03-07,18.614,1
player,multi-year,2024,2026,continuous,2026-05-11T02:34:04+00:00,63943,64200,2024-2026,All-time,shadowhs,ShadowHS,shadowhs,ShadowHS,,1518.597,6,4,2,0.666667,2025-12-19,18.597,1
player,multi-year,2024,2026,continuous,2026-05-11T02:34:04+00:00,63943,64200,2024-2026,All-time,uforthewin,uforthewin,uforthewin,uforthewin,,1518.568,5,3,2,0.6,2025-10-04,18.568,1
player,multi-year,2024,2026,continuous,2026-05-11T02:34:04+00:00,63943,64200,2024-2026,All-time,bolllll,Bolllll,bolllll,Bolllll,,1518.478,18,10,8,0.555556,2026-05-10,18.478,3
player,multi-year,2024,2026,continuous,2026-05-11T02:34:04+00:00,63943,64200,2024-2026,All-time,asura-,Asura-,asura-,Asura-,,1518.41,22,12,10,0.545455,2024-11-24,18.41,3
player,multi-year,2024,2026,continuous,2026-05-11T02:34:04+00:00,63943,64200,2024-2026,All-time,joacounterspell,Joacounterspell,joacounterspell,Joacounterspell,,1518.409,8,5,3,0.625,2024-05-25,18.409,1
player,multi-year,2024,2026,continuous,2026-05-11T02:34:04+00:00,63943,64200,2024-2026,All-time,littledarwin,littledarwin,littledarwin,littledarwin,,1518.384,25,13,12,0.52,2024-07-06,18.384,4
player,multi-year,2024,2026,continuous,2026-05-11T02:34:04+00:00,63943,64200,2024-2026,All-time,colakakao,ColaKaKAO,colakakao,ColaKaKAO,,1518.356,47,22,25,0.468085,2025-10-17,18.356,10
player,multi-year,2024,2026,continuous,2026-05-11T02:34:04+00:00,63943,64200,2024-2026,All-time,morphiling,morphiling,morphiling,morphiling,,1518.224,8,5,3,0.625,2024-10-12,18.224,1
player,multi-year,2024,2026,continuous,2026-05-11T02:34:04+00:00,63943,64200,2024-2026,All-time,inerzia709,Inerzia709,inerzia709,Inerzia709,,1518.106,55,29,26,0.527273,2025-11-22,18.106,9
player,multi-year,2024,2026,continuous,2026-05-11T02:34:04+00:00,63943,64200,2024-2026,All-time,lukaszkowalewski,LukaszKowalewski,lukaszkowalewski,LukaszKowalewski,,1518.103,58,30,28,0.517241,2025-03-16,18.103,9
player,multi-year,2024,2026,continuous,2026-05-11T02:34:04+00:00,63943,64200,2024-2026,All-time,chichichi,Chichichi,chichichi,Chichichi,,1518.055,21,11,10,0.52381,2026-04-16,18.055,4
player,multi-year,2024,2026,continuous,2026-05-11T02:34:04+00:00,63943,64200,2024-2026,All-time,kelmasterp,KelMasterP,kelmasterp,KelMasterP,,1518.053,15,8,7,0.533333,2026-02-22,18.053,3
player,multi-year,2024,2026,continuous,2026-05-11T02:34:04+00:00,63943,64200,2024-2026,All-time,curacao_puro,Curacao_Puro,curacao_puro,Curacao_Puro,,1518.047,12,7,5,0.583333,2025-12-14,18.047,2
player,multi-year,2024,2026,continuous,2026-05-11T02:34:04+00:00,63943,64200,2024-2026,All-time,bokyfloky,BokyFloky,bokyfloky,BokyFloky,,1517.95,184,101,83,0.548913,2026-03-08,17.95,31
player,multi-year,2024,2026,continuous,2026-05-11T02:34:04+00:00,63943,64200,2024-2026,All-time,_dr4gun0v,_dr4gun0v,_dr4gun0v,_dr4gun0v,,1517.944,2,2,0,1,2024-08-03,17.944,2
player,multi-year,2024,2026,continuous,2026-05-11T02:34:04+00:00,63943,64200,2024-2026,All-time,sliverdude,Sliverdude,sliverdude,Sliverdude,,1517.913,13,7,6,0.538462,2025-07-06,17.913,2
player,multi-year,2024,2026,continuous,2026-05-11T02:34:04+00:00,63943,64200,2024-2026,All-time,19lnc91,19LNC91,19lnc91,19LNC91,,1517.805,21,11,10,0.52381,2025-04-25,17.805,4
player,multi-year,2024,2026,continuous,2026-05-11T02:34:04+00:00,63943,64200,2024-2026,All-time,jdoherty,JDoherty,jdoherty,JDoherty,,1517.666,6,4,2,0.666667,2024-04-19,17.666,1
player,multi-year,2024,2026,continuous,2026-05-11T02:34:04+00:00,63943,64200,2024-2026,All-time,tugganaxos,TuggaNaxos,tugganaxos,TuggaNaxos,,1517.546,53,24,29,0.45283,2026-05-08,17.546,9
player,multi-year,2024,2026,continuous,2026-05-11T02:34:04+00:00,63943,64200,2024-2026,All-time,jicklemania,jicklemania,jicklemania,jicklemania,,1517.499,7,4,3,0.571429,2026-02-26,17.499,1
player,multi-year,2024,2026,continuous,2026-05-11T02:34:04+00:00,63943,64200,2024-2026,All-time,wrzobuseks,WrzoBuSeks,wrzobuseks,WrzoBuSeks,,1517.418,13,7,6,0.538462,2025-07-13,17.418,2
player,multi-year,2024,2026,continuous,2026-05-11T02:34:04+00:00,63943,64200,2024-2026,All-time,beoulveheart,BeoulveHeart,beoulveheart,BeoulveHeart,,1517.331,8,5,3,0.625,2024-04-20,17.331,1
player,multi-year,2024,2026,continuous,2026-05-11T02:34:04+00:00,63943,64200,2024-2026,All-time,monkeyslap,MonkeySlap,monkeyslap,MonkeySlap,,1517.179,6,4,2,0.666667,2026-02-08,17.179,1
player,multi-year,2024,2026,continuous,2026-05-11T02:34:04+00:00,63943,64200,2024-2026,All-time,akvsjj,AKvsJJ,akvsjj,AKvsJJ,,1517.165,40,20,20,0.5,2026-03-20,17.165,7
player,multi-year,2024,2026,continuous,2026-05-11T02:34:04+00:00,63943,64200,2024-2026,All-time,labronico,LabroNico,labronico,LabroNico,,1517.113,104,50,54,0.480769,2026-05-10,17.113,16
player,multi-year,2024,2026,continuous,2026-05-11T02:34:04+00:00,63943,64200,2024-2026,All-time,alscec,alscec,alscec,alscec,,1517.025,89,48,41,0.539326,2025-09-20,17.025,17
player,multi-year,2024,2026,continuous,2026-05-11T02:34:04+00:00,63943,64200,2024-2026,All-time,j_money10,j_money10,j_money10,j_money10,,1516.964,8,5,3,0.625,2024-06-08,16.964,1
player,multi-year,2024,2026,continuous,2026-05-11T02:34:04+00:00,63943,64200,2024-2026,All-time,_a.c.a.i_2007_,_a.c.a.i_2007_,_a.c.a.i_2007_,_a.c.a.i_2007_,,1516.933,86,43,43,0.5,2024-11-03,16.933,16
player,multi-year,2024,2026,continuous,2026-05-11T02:34:04+00:00,63943,64200,2024-2026,All-time,deecetonto,Deecetonto,deecetonto,Deecetonto,,1516.868,8,5,3,0.625,2025-11-15,16.868,1
player,multi-year,2024,2026,continuous,2026-05-11T02:34:04+00:00,63943,64200,2024-2026,All-time,lonecubone,LoneCubone,lonecubone,LoneCubone,,1516.836,7,4,3,0.571429,2025-11-20,16.836,1
player,multi-year,2024,2026,continuous,2026-05-11T02:34:04+00:00,63943,64200,2024-2026,All-time,numnman,numnman,numnman,numnman,,1516.832,6,4,2,0.666667,2024-03-24,16.832,1
player,multi-year,2024,2026,continuous,2026-05-11T02:34:04+00:00,63943,64200,2024-2026,All-time,knightcomplex,knightcomplex,knightcomplex,knightcomplex,,1516.828,8,5,3,0.625,2024-05-25,16.828,1
player,multi-year,2024,2026,continuous,2026-05-11T02:34:04+00:00,63943,64200,2024-2026,All-time,diabeticmerman,DiabeticMerman,diabeticmerman,DiabeticMerman,,1516.768,11,6,5,0.545455,2026-03-08,16.768,2
player,multi-year,2024,2026,continuous,2026-05-11T02:34:04+00:00,63943,64200,2024-2026,All-time,keiesu,keiesu,keiesu,keiesu,,1516.734,8,5,3,0.625,2026-05-10,16.734,1
player,multi-year,2024,2026,continuous,2026-05-11T02:34:04+00:00,63943,64200,2024-2026,All-time,suavidades253,Suavidades253,suavidades253,Suavidades253,,1516.708,6,4,2,0.666667,2024-04-07,16.708,1
player,multi-year,2024,2026,continuous,2026-05-11T02:34:04+00:00,63943,64200,2024-2026,All-time,jonahc18043,jonahc18043,jonahc18043,jonahc18043,,1516.66,23,13,10,0.565217,2026-04-09,16.66,4
player,multi-year,2024,2026,continuous,2026-05-11T02:34:04+00:00,63943,64200,2024-2026,All-time,spockvidaloka,SpockVidaLoka,spockvidaloka,SpockVidaLoka,,1516.646,964,537,427,0.557054,2026-04-30,16.646,153
player,multi-year,2024,2026,continuous,2026-05-11T02:34:04+00:00,63943,64200,2024-2026,All-time,danoser8,Danoser8,danoser8,Danoser8,,1516.626,31,15,16,0.483871,2024-08-18,16.626,5
player,multi-year,2024,2026,continuous,2026-05-11T02:34:04+00:00,63943,64200,2024-2026,All-time,belcross,Belcross,belcross,Belcross,,1516.516,66,32,34,0.484848,2026-03-06,16.516,14
player,multi-year,2024,2026,continuous,2026-05-11T02:34:04+00:00,63943,64200,2024-2026,All-time,perryz,Perryz,perryz,Perryz,,1516.48,16,8,8,0.5,2025-11-16,16.48,3
player,multi-year,2024,2026,continuous,2026-05-11T02:34:04+00:00,63943,64200,2024-2026,All-time,iamyep,iamyep,iamyep,iamyep,,1516.401,6,4,2,0.666667,2025-12-14,16.401,1
player,multi-year,2024,2026,continuous,2026-05-11T02:34:04+00:00,63943,64200,2024-2026,All-time,lucajak,lucajak,lucajak,lucajak,,1516.248,12,7,5,0.583333,2024-05-26,16.248,2
player,multi-year,2024,2026,continuous,2026-05-11T02:34:04+00:00,63943,64200,2024-2026,All-time,mojitoergosum,MojitoErgoSum,mojitoergosum,MojitoErgoSum,,1516.245,8,5,3,0.625,2026-05-10,16.245,1
player,multi-year,2024,2026,continuous,2026-05-11T02:34:04+00:00,63943,64200,2024-2026,All-time,ovmlcabrera,ovmlcabrera,ovmlcabrera,ovmlcabrera,,1516.215,11,6,5,0.545455,2025-08-02,16.215,2
player,multi-year,2024,2026,continuous,2026-05-11T02:34:04+00:00,63943,64200,2024-2026,All-time,bahsis,Bahsis,bahsis,Bahsis,,1516.202,63,29,34,0.460317,2026-05-10,16.202,10
